Alg.RelSet.CL.cataR	-198.37	125.84
Alg.RelSet.CL.cataFold_comm	-129.22	-73.54
Alg.RelSet.CL.cataR_eq_relCata	-106.97	-61.96
Alg.RelSet.CL.algWrap	-209.26	157.38
Alg.RelSet.CL.algCons	-204.04	171.37
Alg.RelSet.CL.wrapR	-176.53	28.15
Alg.RelSet.CL.consR	-170.88	34.47
Alg.RelSet.CL.rprodMap	-334.92	409.05
Alg.RelSet.CL.cata_converse_eq	-145.60	-43.34
Alg.RelSet.SL.SnocList	-341.06	420.94
Alg.RelSet.SL.dSL	-224.28	214.62
Alg.RelSet.SL.dL	-347.20	411.66
Alg.RelSet.SL.dE	-341.32	417.66
Alg.RelSet.SL.entire_total	-153.05	13.50
Alg.RelSet.SL.simple_uniq	-156.97	9.21
Alg.RelSet.SL.Fobj	-340.93	417.44
Alg.RelSet.SL.Fmap	-216.16	185.17
Alg.RelSet.SL.Fmap_ll	-239.34	242.40
Alg.RelSet.SL.Fmap_rr	-233.58	248.51
Alg.RelSet.SL.Fmap_lr	-227.26	236.30
Alg.RelSet.SL.Fmap_rl	-239.50	242.41
Alg.RelSet.SL.F	-140.89	-33.07
Alg.RelSet.SL.F_preservesRecip	-111.59	-101.01
Alg.RelSet.SL.con	-216.23	157.12
